Complex id;Complex name;Synonyms;organism;subunits (UniProt IDs);subunits (Entrez IDs);protein complex purification method;PubMed id;FunCat categories;"functional comment";"disease comment";"subunit comment";
1148;snRNP-free U1A (SF-A) complex;;Human;P17844,Q15233,P23246,P09012;1655,4841,6421,6626;MI:0096- pull down;16373496;11.04.03.05,16.03.03,70.10;"The formation of mRNAs in the nuclei of eukaryotic cells involves several co- and post-transcriptional processing events, including 5' end capping, RNA splicing, and 3' end formation. The SF-A complex was found to be involved in cleavage of the mRNA precursor, an essential step of the 3' end formation process.";"";"";
1150;Histone H3.3 complex;;Human;Q9Y294,Q9NVP2,P84243,O14929,P54198,P62805,Q8TEX9,P49321,Q09028;25842,55723,3020,8520,7290,554313,79711,4678,5928;MI:0019- coimmunoprecipitation;14718166;14.10,70.10;"The H3.1 and H3.3 complexes contain distinct histone chaperones, CAF-1 and HIRA, that were shown to be necessary to mediate DNA-synthesis-dependent and -independent nucleosome assembly, respectively.";"";"";
1162;Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1);;Human;Q13619,Q13620,Q16531,Q92466,P62877;8451,8450,1642,1643,9978;MI:0071- molecular sieving | MI:0226- ion exchange chromatography;16678110;14.07.05,18.01.01,32.01.09,32.01.13,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. The CUL4-DDB-ROC1 complex is a ubiquitin E3 ligase for histones H3 and H4. CUL4-DDB-ROC1-mediated H3 and H4 ubiquitylation was shown to facilitate cellular response to UV damage by affecting nucleosome stability.";"";"";
1166;p400-associated complex;;Human;P60709,Q96L91,Q9Y265,Q9Y230,Q9Y4A5,(O96019,O94805);60,57634,8607,10856,8295,(86,51412);MI:0004- affinity chromatography technologies;11509179;01.04,10.01.02,10.01.09.05,16.01,42.10.03,70.10;"";"";"";
1167;Paf complex; hPAF complex;Human;Q6P1J9,Q6PD62,Q8WVC0,Q8N7H5,Q9GZS3;79577,9646,123169,54623,80349;MI:0096- pull down;16307923;11.02.03.01,70.10;"hPAF participates in histone H2B monoubiquitiation. In addition, hPAF coordinates events during transcription (initiation, promoter clearance, and elongation) and also events in RNA quality control. The hPAF complex interacts with the hSKI complex.";"";"";
1170;cMYC-ATPase-helicase complex;;Human;O96019,P01106,Q9Y265,Q9Y230,Q9Y4A5;86,4609,8607,10856,8295;MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;10882073;10.01.02,10.01.09.05,11.02.03.04,14.07.04,16.03.01,42.10.03,70.10;"TIP49 and TIP48 are complexed with c-Myc in vivo, and binding is dependent on a c-Myc domain essential for oncogenic activity. TIP49 protein is an essential mediator of c-Myc oncogenic transformation.";"";"BAF53 and beta-actin have been described in this paper as p45 and p41. Both subunits were identified in the succeeding paper PMID:11839798.";
1171;c-MYC-ATPase-helicase complex;;Human;O96019,P01106,Q9Y265,Q9Y230,Q9Y4A5;86,4609,8607,10856,8295;MI:0006- anti bait coimmunoprecipitation;11839798;10.01.02,10.01.09.05,11.02.03.04,14.07.04,16.03.01,42.10.03,70.10;"";"";"";
1173;TIP49-TIP48-BAF53 complex;;Human;O96019,Q9Y265,Q9Y230;86,8607,10856;MI:0007- anti tag coimmunoprecipitation;11839798;10.01.02,70.10;"";"";"";
1181;C complex spliceosome;;Human;O60306,Q8WUQ7,O60508,Q99459,Q9BZJ0,Q9P013,Q9HCG8,Q9BUQ8,Q9UJV9,P17844,Q96DF8,Q9H5Z1,Q92620,Q14562,Q15029,P38919,Q14331,Q9BRR8,P09651,P22626,P51991,P07910,P52597,P31943,P61978,P52272,O43390,Q00839,Q9ULR0,Q9Y333,P62310,P61326,Q9BRX9,P11940,O43660,Q9H307,Q9UNP9,Q9Y3C6,Q9H2H8,Q96BP3,Q9UMS4,Q13523,O94906,Q6P2Q9,Q9UKM9,Q9NW64,Q9Y5S9,P38159,O43290,Q6UX04,Q15459,Q15428,Q12874,O75533,Q13435,Q15393,Q07955,P42285,O95391,O75643,Q96DI7,P09661,P14678,P08579,P62314,P62316,P62318,P62304,P62306,P62308,Q13573,Q8IYB3,Q9UQ35,O95926,O60506,Q9UBB9,Q86V81,Q01081,Q9HCS7,Q6NZY4;9716,58509,51362,988,51340,51503,57703,9416,51428,1655,8220,60625,9785,1659,9343,9775,2483,55094,3178,3181,220988,3183,3185,3187,3190,4670,10236,3192,57461,57819,27258,4116,84292,26986,5356,5411,10450,51645,53938,23398,27339,8899,24148,10594,22913,55696,9939,27316,9092,10283,10291,8175,10946,23451,10992,23450,6426,23517,10569,23020,9410,6627,6628,6629,6632,6633,6634,6635,6636,6637,22938,10250,23524,25949,10492,24144,10189,7307,56949,55596;MI:0028- cosedimentation in solution | MI:0096- pull down;11991638;16.03.03,11.04.03.01,70.10;"In eukaryotes, the removal of introns from nascent transcripts is mediated by a highly dynamic, macromolecular machine called the spliceosome.";"";"";
1182;CDC5L core complex;;Human;O75934,Q99459,Q92616,P11142,O43660,Q9UMS4;10286,988,10985,3312,5356,27339;MI:0019- coimmunoprecipitation | MI:0069- mass spectrometry studies of complexes;11101529;11.04.03.01,16.03.03,70.10;"The CDC5L complex incorporates into the spliceosome in an ATP-dependent step. This complex is required for the second catalytic step of pre-mRNA splicing. Immunodepletion of the CDC5L complex from HeLa nuclear extract inhibits the formation of pre-mRNA splicing products in vitro but does not prevent spliceosome assembly. Experiments indicate that there exists a CDC5L core complex in HeLa nuclear extract containing at least six proteins that interact with each other and with other splicing factors and enzymes.";"";"";
1183;CDC5L complex;;Human;O75934,Q7L1Q6,Q99459,Q9P013,Q14204,Q92616,P11142,Q12905,O43660,O15297,P62136,P78527,Q9UMS4,Q9UPN6,P38159,O75533,Q13435,Q15427,A8K8P3,P23246,Q07955,Q01130,P09012,P09661,P62314,P62316,P62318,Q8IYB3,P15884,P11388;10286,9689,988,51503,1778,10985,3312,3608,5356,8493,5499,5591,27339,22828,27316,23451,10992,10262,9814,6421,6426,6427,6626,6627,6632,6633,6634,10250,6925,7153;MI:0019- coimmunoprecipitation | MI:0069- mass spectrometry studies of complexes;11101529;11.04.03.01,16.03.03,70.10;"The CDC5L complex incorporates into the spliceosome in an ATP-dependent step. This complex is required for the second catalytic step of pre-mRNA splicing. Immunodepletion of the CDC5L complex from HeLa nuclear extract inhibits the formation of pre-mRNA splicing products in vitro but does not prevent spliceosome assembly.";"";"";
1189;DNA double-strand break end-joining complex;;Human;P49917,P49959,O60934,Q92878,Q13426,P13010,P12956;3981,4361,4683,10111,7518,7520,2547;MI:0091- chromatography technologies | MI:0071- molecular sieving;11809878;10.01.05.01,16.03.01,32.01.09,70.10;"";"";"";
1193;Rap1 complex;;Human;P49959,P09874,Q92878,Q15554,Q9NYB0,P13010,P12956;4361,142,10111,7014,54386,7520,2547;MI:0007- anti tag coimmunoprecipitation;15100233;16.03.01,32.01.09,42.10.03,70.10;"This complex is responsible for proper maintenance of telomere length and structure. Rad50, Mre11 and Ku86 are recruited to Rap1 independent of TRF2. PARP1, however, most likely interacts with Rap1 through TRF2.";"";"";
1214;Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1);DCXhDET1-hCOP1 complex;Human;Q13619,Q16531,Q7L5Y6,P62877,Q8NHY2;8451,1642,55070,9978,64326;MI:0007- anti tag coimmunoprecipitation | MI:0069- mass spectrometry studies of complexes;14739464;14.07.05,14.13.01.01,30.07,70.10;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. Human DET1 (hDET1) promotes ubiquitination and degradation of the proto-oncogenic transcription factor c-Jun by assembling a multisubunit ubiquitin E3 ligase. Ablation of any subunit by RNA interference stabilized c-Jun and increased c-Jun-activated transcription.";"";"";
1220;TRF2-Ku complex;;Human;Q15554,P13010,P12956;7014,7520,2547;MI:0018- two hybrid | MI:0019- coimmunoprecipitation;10984620;16.03.01,42.10.03,70.10;"";"";"";
1230;WINAC complex; WSTF containing complex;Human;O96019,O14497,Q9UIG0,Q13111,P51531,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3,Q9Y5B9,Q02880,P11473;86,8289,9031,10036,6595,6597,6598,6599,6601,6602,6605,11198,7155,7421;MI:0004- affinity chromatography technologies | MI:0029- cosedimentation through density gradients | MI:0006- anti bait coimmunoprecipitation;12837248;10.01.03,10.01.09.05,10.03.01.01.05,11.02.03.04,16.01.01,42.10.03,70.10;"WINAC mediates the recruitment of unliganded VDR to VDR target sites in promoters, while subsequent binding of coregulators requires ligand binding.";"";"";
1237;BAF complex; SWI/SNF complex A;Human;O96019,O14497,P51531,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3;86,8289,6595,6597,6598,6599,6601,6602,6605;MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;11073988;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10;"BAF250 confers specificity to the human BAF complex and may recruit the complex to its targets through either protein-DNA or protein-protein interactions.";"";"Another subunit of the complex was found in the analysis, which has not been further characterized: BAF110.";
1238;PBAF complex (Polybromo- and BAF containing complex); SWI/SNF-B complex;Human;O96019,Q68CP9,Q86U86,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3;86,196528,55193,6597,6598,6599,6601,6602,6605;MI:0004- affinity chromatography technologies | MI:0006- anti bait coimmunoprecipitation;11780067;10.01.09.05,11.02.03.04.01,16.03.01,30.01.09.08,30.01.11,42.10.03,70.10.03;"The chromatin-remodeling complex PBAF facilitates gene activation by assisting transcription machinery to gain access to targets on the chromosome. ";"";"Two other subunits of the complex were found in the analysis, which have not been further characterized: BAF110 and BAF240.";
1239;EBAFb complex; ENL-associated BAF250b-containing SWI/SNF complex;Human;O96019,Q8NFD5,Q03111,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3;86,57492,4298,6597,6598,6599,6601,6602,6603,6605;MI:0006- anti bait coimmunoprecipitation | MI:0071- molecular sieving;12665591;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10.03,73.03.07.02.01.02;"ENL associates and cooperates with SWI/SNF complexes to activate transcription of the promoter of HoxA7, a downstream target essential for oncogenic activity of ENL.";"";"Three other subunits of the complex were found in the analysis, which have not been further characterized: EBAF140, EBAF100 and EBAF70.";
1251;BAF complex; SWI/SNF-A complex;Human;O96019,O14497,Q12824,Q92922,Q8TAQ2,Q96GM5,Q969G3,(P51531,P51532);86,8289,6598,6599,6601,6602,6605,(6595,6597);MI:0071- molecular sieving;12665591;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10.03;"BAF complex belongs to chromatin remodeling complexes.";"";"";
1252;EBAFa complex; ENL-associated BAF250a-containing SWI/SNF complex;Human;O96019,O14497,Q03111,P51532,Q12824,Q92922,Q8TAQ2,Q96GM5,Q92925,Q969G3;86,8289,4298,6597,6598,6599,6601,6602,6603,6605;MI:0006- anti bait coimmunoprecipitation | MI:0071- molecular sieving;12665591;10.01.09.05,11.02.03.04.01,16.03.01,42.10.03,70.10.03,73.03.07.02.01.02;"ENL associates and cooperates with SWI/SNF complexes to activate transcription of the promoter of HoxA7, a downstream target essential for oncogenic activity of ENL.";"";"Three other subunits of the complex were found in the analysis, which have not been further characterized: EBAF140, EBAF100 and EBAF70.";
1257;ALL-1 supercomplex;;Human;O60341,Q12873,Q9P2I0,Q15029,Q13547,Q92769,O95983,Q03164,O94776,P62826,Q09028,Q15291,Q16576,O00422,O75446,Q96ST3,P51531,O60264,Q12824,Q92922,Q8TAQ2,Q92797,P21675,Q16514,P49848,Q16594,P20226,P61964;23028,1107,53981,9343,3065,3066,53615,4297,9219,5901,5928,5929,5931,10284,8819,25942,6595,8467,6598,6599,6601,8189,6872,6883,6878,6880,6908,11091;MI:0004- affinity chromatography technologies | MI:0071- molecular sieving;12453419;10.01.09.05,11.02.03.04,14.07.04,14.07.09,42.10.03,70.10;"The proteins associated with ALL-1 can be classified into eight groups.  (1) BRM, BAF170, BAF155, and INI1, the core components of the ATP-dependent SWI/SNF nucleosome remodeling complex,  (2) Mi2, MTA1-L1, HDAC1, HDAC2, RbAp46, RbAp48, MBD3, and KIAA0601, all components of the NuRD complex,  (3) Sin3A, SAP30, SAP18, HDAC1, HDAC2, RbAp48, and RbAp46, components of the histone deacetylase Sin3A complex,  (4) hSNF2H, homolog of ISWI, an ATP-dependent nucleosome remodeling and assembly factor,  (5) TAFII250, TAFII80, TAFII31, TAFII20, and TBP, components of the TFIID complex,  (6) RbBP5  and WDRP5, components of the yeast Set1 complex,  which methylates H3-K4.  (7) Proteins involved in RNA processing, CPSF, Symplekin and EFTUD2.  (8) Ran, which functions in nucleocytoplasmic transport and in spindle assembly during mitosis.";"";"";
1307;Multiprotein complex (mRNA turnover);;Human;O75534,Q14103,P11940,Q9H074,O60506;7812,3184,26986,10605,10492;MI:0029- cosedimentation through density gradients | MI:0047- far western blotting;11051545;01.03.16.01,70.03;"";"";"";
1332;Large Drosha complex;;Human;Q92499,Q92841,O00571,P17844,Q8WYQ5,O43143,Q01844,P35637,P31943,P52272,Q00839,Q9BUJ2,O14979,Q12905,Q12906,Q9UKM9,Q9NRR4,Q96SB4,Q92804,Q13148;1653,10521,1654,1655,54487,1665,2130,2521,3187,4670,3192,11100,9987,3608,3609,22913,29102,6732,8148,23435;MI:0007- anti tag coimmunoprecipitation | MI:0071- molecular sieving;15531877;11.04,16.03.03,70.10;"The large Drosha complex shows only weak pri-miRNA processing activity. It might be involved in pri-ribosomal RNA processing. ";"DGCR8 is deleted in DiGeorge syndrome. EWS is involved in Ewing's sarcoma disease.";"";
1335;SNW1 complex;;Human;Q9UG63,Q99459,Q16531,Q9BUQ8,P68104,P26641,Q15029,Q00839,P11021,P43243,P43246,P17858,Q6P2Q9,P23246,O75643,Q13573,P07437,O95071;10061,988,1642,9416,1915,1937,9343,3192,3309,9782,4436,5211,10594,6421,23020,22938,203068,51366;MI:0007- anti tag coimmunoprecipitation;12840015;11.02.03.04.01,11.04.03.01,70.10;"Identified subunits of the SNW1 complex represent components of the spliceosome as well as other nuclear matrix-associated proteins. Evidence was found that the complex couples vitamin D receptor-mediated transcription and RNA splicing.";"";"";
1345;Septin complex;;Human;Q9NVA2,Q15019,Q16181,Q92599,Q9UHD8;55752,4735,989,23176,10801;MI:0047- far western blotting;15485874;10.03.05,43.01.03.05;"Septins are members of a conserved family of cytoskeletal GTPases, filament-forming and cell division cycle regulatory proteins.";"";"";
1380;Elongator holo complex;;Human;Q6IA86,Q9H9T3,Q96EB1,O95163;55250,55140,26610,8518;MI:0029- cosedimentation through density gradients;11714725;11.02.03.01.04,14.07.04,70.10;"The holo-Elongator complex has histone acetyltransferase activity directed against histone H3 and H4. Holo-Elongator interacts with RNA polymerase II.  ";"";"Two other subunits of the complex were found in the analysis, which have not been further characterized: p38, p30.";
1413;NCOR1 complex;;Human;O15379,O75376,Q15459,Q15393,P51532,Q12824,Q92922,Q8TAQ2,Q6ZRS2,Q13263;8841,9611,10291,23450,6597,6598,6599,6601,10847,10155;MI:0071- molecular sieving | MI:0004- affinity chromatography technologies | MI:0029- cosedimentation through density gradients;11013263;10.01.09.05,11.02.03.04.03,11.02.03.04.07,14.07.04,42.10.03,70.10;"Transcriptional silencing by many transcription factors is mediated by the nuclear receptor corepressor (N-CoR). The mechanism by which N-CoR represses basal transcription involves the direct or indirect recruitment of histone deacetylases (HDACs). Two multiprotein N-CoR complexes have been isolated, designated N-CoR-1 and N-CoR-2, which possess histone deacetylase activity that is mediated by distinct HDACs. Results suggest that N-CoR is found in distinct multiprotein complexes, which are involved in multiple pathways of transcriptional repression.";"";"";
1452;MCM2-MCM6-MCM7 complex;;Human;P49736,Q14566,P33993;4171,4175,4176;MI:0006- anti bait coimmunoprecipitation;15448696;10.01.03,70.10;"";"";"";
1543;PPP2CA-PPP2R1A complex;;Human;P67775,P30153;5515,5518;MI:0019- coimmunoprecipitation;12370081;18.02.01;"";"";"";
1544;PPP2CA-PPP2R1A-PPP2R3A complex;;Human;P67775,P30153,Q06190;5515,5518,5523;MI:0019- coimmunoprecipitation;12506124;18.02.01;"";"";"";
1554;RANBP1-RAN-KPNB1 complex;;Human;Q14974,P62826,P43487;3837,5901,5902;MI:0007- anti tag coimmunoprecipitation;10037787;20.01.10,20.09.01;"This complex is exported as a complex from the nucleus to the cytoplasm in living cells. The binding of RanBP1 to the Ran-importin beta  complex is required for the dissociation of the complex in the cytoplasm and that the released Ran is recycled to the nucleus, which is essential for the nuclear protein transport (PMID:10037787).";"";"";
1571;Vigilin-DNA-PK-Ku antigen complex; vigilin-Ku70-Ku86-DNA-PKcs complex;Human;Q00341,P78527,P13010,P12956;3069,5591,7520,2547;MI:0007- anti tag coimmunoprecipitation;15723802;10.03.04.05,14.07.03,16.03.03,70.10.03;"The authors describe, that in the presence of RNA, the Vigilin complex recruits the DNA-PKcs enzyme, which appears to phosphorylate a discrete set of targets, some or all of which are known to participate in chromatin silencing.";"";"";
1734;SF3A1-SF3A2-SF3A3 complex;;Human;Q15459,Q15428,Q12874;10291,8175,10946;MI:0019- coimmunoprecipitation;11533230;11.04.03.01,70.10;"All SF3A subunits are essential for the formation of the mature 17S U2 snRNP and the prespliceosome.";"";"";
1737;SF3b complex;;Human;Q86XP3,Q7RTV0,O75533,Q9Y3B4,Q13435,Q15393,Q15427,Q9BWJ5;11325,84844,23451,51639,10992,23450,10262,83443;MI:0019- coimmunoprecipitation;12234937;11.04.03.01,70.10;"The splicing factor SF3b is a multiprotein complex essential for the accurate excision of introns from pre-messenger RNA (PMID:12738865).";"";"";
1745;SMN complex;;Human;Q9UHI6,P57678,Q8TEQ6,Q8WXD5,Q9H840,O14893,P09012,P14678,P62314,P62316,P62318,P62304,P62306,P62308,P63162;11218,50628,25929,79833,79760,8487,6626,6628,6632,6633,6634,6635,6636,6637,6638;MI:0007- anti tag coimmunoprecipitation;11748230;11.04.03.01,11.04.05,14.10,16.03.03,70.03,70.10;"Assembly of the Sm-class of U-rich small nuclear ribonucleoprotein particles  (U snRNPs) is a process facilitated by the macromolecular survival of motor  neuron (SMN) complex.  The SMN complex is found both in the cytoplasm and in the nucleus, where it is concentrated in gems, nuclear bodies similar in size and number to Cajal (coiled) bodies and often associated with them. ";"Spinal muscular atrophy (SMA) is the most common genetic cause of infant mortality.  Deletions or mutations in the survival of motor neurons (SMN1) gene, the SMA-causing gene, are detected in over 95% of SMA patients. ";"";
1760;TOP1-PSF-P54 complex;;Human;Q15233,P23246,P11387;4841,6421,7150;MI:0004- affinity chromatography technologies;9756848;11.04.03.01,70.10;"";"";"";
1856;CDCA5-PDS5A-RAD21-SMC1A-PDS5B-SMC3 complex;;Human;Q96FF9,Q29RF7,Q9NTI5,O60216,Q14683,Q9UQE7;113130,23244,23047,5885,8243,9126;MI:0004- affinity chromatography technologies;15837422;10.03.01.01;"";"";"";
2112;CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex;;Human;Q16543,P07900,P08238,Q16584;11140,3320,3326,4296;MI:0019- coimmunoprecipitation | MI:0004- affinity chromatography technologies;15001580;18.02.01;"MLK3 associates with Hsp90/p50(cdc37) through its catalytic domain in an activity-independent manner.";"";"";
2162;APPBP1-UBA3 complex;;Human;Q13564,Q8TBC4;8883,9039;MI:0114- x-ray crystallography;12646924;14.07.05;"The APPBP1-UBA3 complex initiates NEDD8 conjugation by first catalyzing adenylation of the C terminus of NEDD8 and ultimately catalyzing transfer of NEDD8 to the downstream enzyme in the pathway, Ubc12 (PMID:16275315).";"";"";
2172;Ubiquitin E3 ligase (CDT1, DDB1, CUL4A, RBX1);;Human;Q9H211,Q13619,Q16531,P62877;81620,8451,1642,9978;MI:0019- coimmunoprecipitation;15448697;14.07.05,14.13.01.01,32.01.09;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. The CDT1-DDB1-CUL4A complex was observed in an investigation of targeted ubiquitination of CDT1 by the DDB1-CUL4A-ROC1 ligase in response to DNA damage.";"";"";
2174;COP9 signalosome complex; JAB1-containing signalosome (GPS1, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7) | COP9 complex homolog;Human;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q99627,Q13098,(Q9UBW8,Q9H9Q2);9318,8533,51138,10987,10980,10920,2873,(50813,64708);MI:0047- far western blotting;9535219;11.02.03.04,30,34.11.01;"The purified complex is very similar, if not identical,  to the plant COP9 complex involved in light-mediated signal transduction. A regulating transcriptional activity is discussed.";"";"";
2179;CNS-P53 complex;;Human;P61201,Q9UNS2,Q9BT78,Q92905,Q7L5N1,Q9UBW8,Q99627,Q13098,P04637;9318,8533,51138,10987,10980,50813,10920,2873,7157;MI:0096- pull down | MI:0047- far western blotting | MI:0040- electron microscopy;11285227;14.04;"";"";"";
2222;BLM complex II;;Human;P54132,Q9H9A7,P27694,P15927,P35244,Q13472;641,80010,6117,6118,6119,7156;MI:0006- anti bait coimmunoprecipitation;15775963;10.01.02,10.01.05.01,32.01.09,70.10;"BLAP75 is an integral component of BLM complexes and is essential for their stability.";"";"";
2224;MSH2/6-BLM-p53-RAD51 complex;;Human;P54132,P43246,P52701,Q06609,P04637;641,4436,2956,5888,7157;MI:0006- anti bait coimmunoprecipitation;15064730;32.01.09,10.01.05.01,70.10;"MSH2/6 protein complex stimulates the ability of the Bloom's syndrome gene product, BLM, to process Holliday junctions in vitro, an activity that could also be regulated by p53. MSH6 colocalizes with BLM and p53 in hydroxyurea-induced RAD51 nuclear foci.";"BLM is involved in Bloom's syndrome.";"";
2226;MutS-alpha-PK-zeta complex;;Human;P43246,P52701,Q05513;4436,2956,5590;MI:0006- anti bait coimmunoprecipitation;15808853;10.01.05.01,14.13.01.01;"PKC zeta protects MutS-alpha protein complex from degradation. PKC zeta interacts with hMSH2 and hMSH6 proteins and phosphorylates both.";"";"";
2235;ASF1-interacting protein complex;;Human;Q9Y294,Q9NVP2,Q13111,Q13112,P54198,P68431;25842,55723,10036,8208,7290,8350;MI:0019- coimmunoprecipitation;15664198;10.01.03,10.01.09.05,42.10.03;"Asf1 provides the cells with a buffering system for histone excess generated in response to stalled replication and explains how mammalian cells maintain a critical "active" histone pool available for deposition during recovery from replication stresses.";"";"";
2247;Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A);;Bovine;P61163,P52907,P47756,Q14203,Q13561,O75935,Q9UJW0,O00399;10121,829,832,1639,10540,11258,51164,10671;MI:0004- affinity chromatography technologies | MI:0029- cosedimentation through density gradients;10074429;20.09.14,77.03.01.01.01;"";"";"";
2685;RNA polymerase II (RNAPII);;Human;Q9Y5B0,Q00403,P35269,P13984,P24928,P30876,P19387,O15514,P19388,P61218,P62487,P52434,P36954,P52435,P53803,P62875,Q9BWH6;9150,2959,2962,2963,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,26015;MI:0004- affinity chromatography technologies | MI:0069- mass spectrometry studies of complexes;15282305;11.02.03.01,16.03.01,70.10;"The authors demonstrate the purification of a functionally active human RNAPII by the use of doubly tagged subunits expressed in mammalian cells.";"";"";
2686;BRCA1-core RNA polymerase II complex;;Human;P38398,P24928,P30876,P19387,O15514,P19388,P61218,P62487,P52434,P36954,P52435,P53803,P62875;672,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441;MI:0004- affinity chromatography technologies;10725406;11.02.03.01,16.03.01,70.10;"The transcriptional coactivator BRCA1 interacts directly with the core Pol II complex in vitro.";"";"";
2716;Elongator core complex;;Human;Q6IA86,Q9H9T3,O95163;55250,55140,8518;MI:0029- cosedimentation through density gradients;11714725;11.02.03.01.04,70.10;"The core-Elongator complex does not have histone acetyltransferase activity despite containing the catalytic Elp3 subunit.";"";"";
2719;Casein kinase II-HMG1 complex; FCP1-specific kinase complex;Human;P68400,P19784,P67870,P09429;1457,1459,1460,3146;MI:0029- cosedimentation through density gradients;12591939;01.04,14.07.03,18.01.01,18.02.01;"CK2 is comprised of the subunits CK2alpha , CK2alpha ', and CK2beta , and the differences in FCP1 kinase activity among the elution fractions reflect a dose-dependent effect related to the amount of CK2 present but do not depend on the presence of HMG1.";"";"";
2720;Casein kinase II complex; CK2 complex | FCP1-specific kinase complex;Human;P68400,P19784,P67870;1457,1459,1460;MI:0029- cosedimentation through density gradients;12591939;01.04,14.07.03,18.01.01,18.02.01;"CK2 phosphorylates FCP1 and RAP74.";"";"";
2721;HCF-1 complex; HCF-1-associated protein complex;Human;Q9UBL3,P51610,Q13547,Q92769,P34932,P11021,P11142,O15294,Q09028,Q16576,O75446,O15047,Q96ST3,O75182,P08047,Q9H7L9,P61964,(P07900,P08238);9070,3054,3065,3066,3308,3309,3312,8473,5928,5931,8819,9739,25942,23309,6667,64426,11091,(3320,3326);MI:0007- anti tag coimmunoprecipitation;12670868;10.01.09.05,10.03.03,11.02.03.04,14.07.09,40.01,42.10.03,70.10;"HCF-1 can regulate transcription, both positively and negatively, through selective modulation of chromatin structure.";"";"";
2722;Ubiquitin E3 ligase (DDB1, CUL4A, RBX1);;Human;Q13619,Q16531,P62877;8451,1642,9978;MI:0019- coimmunoprecipitation;15448697;14.07.05,14.13.01.01,32.01.09;"Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. The ubiquitin E3 ligase (DDB1, CUL4A and RBX1) perfoms targeted ubiquitination of CDT1 in response to DNA damage.";"";"";
2738;BLM complex II; BLM-CII complex;Human;P54132,Q9H9A7,P27694,P15927,P35244,Q13472;641,80010,6117,6118,6119,7156;MI:0006- anti bait coimmunoprecipitation;12724401;10.01.02,10.01.05.01,32.01.09,70.10;" ";"BLM complex II is involved in Bloom syndrome (BS).";"Another subunit of the complex was found in the analysis, which has not been further characterized: BLAPp100.";
2740;MutS-alpha complex; MSH2-MSH6 complex;Human;P43246,P52701;4436,2956;MI:0019- coimmunoprecipitation;7604264;10.01.05.01,32.01.09,70.10;"The mismatch DNA repair complex hMSH2-MSH6, regulates BLM helicase activity.";"";"";
2755;17S U2 snRNP;;Human;Q8IWX8,Q7L014,O43143,O75937,Q9P0W2,P10809,Q7RTV0,Q9UHX1,Q96I25,Q15459,Q15428,Q12874,O75533,Q9Y3B4,Q13435,Q15393,Q15427,Q9BWJ5,Q07955,O75940,P09661,P14678,P08579,P62314,P62316,P62318,P62304,P62306,P62308,O15042,Q12931,Q01081,P26368;10523,9879,1665,22826,10362,3329,84844,22827,84991,10291,8175,10946,23451,51639,10992,23450,10262,83443,6426,10285,6627,6628,6629,6632,6633,6634,6635,6636,6637,23350,10131,7307,11338;MI:0019- coimmunoprecipitation;12234937;11.04.03.01,70.10;"Spliceosome assembly is initiated by the interaction of the U1 snRNP with the 5' splice site, forming the E complex. The latter also contains the 17S U2 snRNP, which at this stage associates via a non-base pairing interaction. In a subsequent ATP-dependent step, the U2 snRNA base pairs with the branch site of the pre-mRNA leading to stable association of the U2 snRNP and formation of the so-called A complex or prespliceosome.";"";"";
2766;TERF2-RAP1 complex;;Human;P49959,Q92878,Q15554,Q9NYB0,Q9BSI4,P13010,P12956;4361,10111,7014,54386,26277,7520,2547;MI:0007- anti tag coimmunoprecipitation;15383534;16.03.01,32.01.09,42.10.03,70.10;"This complex is responsible for proper maintenance of telomere length and structure.";"";"";
2791;MCM4-MCM6-MCM7 complex;;Human;P33991,Q14566,P33993;4173,4175,4176;MI:0091- chromatography technologies;9305914;01.04,10.01.02,10.01.03,16.19.03,70.10;"This complex has DNA helicase activity.";"";"";
